,Ticker,Date,Headline
2028,NFLX,"Wed, 16 Jan 2019 19:00:00 -0500","Snap should 'take check from anyone who comes knocking', says expert"
2029,NFLX,"Tue, 15 Jan 2019 19:00:00 -0500",Top technician says Netflix's big rebound isn't over yet
2030,MSFT,"Tue, 15 Jan 2019 19:00:00 -0500",Why Walgreens Is Teaming Up With Microsoft
2031,AMZN,"Tue, 15 Jan 2019 19:00:00 -0500",Unless Sears has a fundamental change in their consumer value proposition this will be a...
2032,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500","Market is looking to Apple, says expert"
2033,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Apple stock rises after beating on revenue
2034,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Gene Munster trades Apple's quarter
2035,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Here's why shareholders are excited about Apple's earnings report
2036,NVDA,"Mon, 28 Jan 2019 19:00:00 -0500","NVIDIA the leader in crypto-related revenue, says Mitch Steves after AMD report"
2037,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Technician: Analysis on Apple and AMD earnings
2038,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Loup Ventures Founder Gene Munster gives his take on Apple earnings
2039,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Who's Got the Best Earnings Chart This Week?
2040,MSFT,"Mon, 28 Jan 2019 19:00:00 -0500",Who's Got the Best Earnings Chart This Week?
2041,TSLA,"Mon, 28 Jan 2019 19:00:00 -0500",Who's Got the Best Earnings Chart This Week?
2042,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Apple FaceTime bug discovered that allows people to eavesdrop on users' calls
2043,NVDA,"Mon, 28 Jan 2019 19:00:00 -0500",Why this semiconductor analyst downgraded Nvidia
2044,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Apple relying on high sell prices for iPhones - Squawk Box Europe
2045,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Here's what to expect from Apple's earnings report after the bell
2046,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500","Apple & Aetna team up on new app to track, reward healthy behavior"
2047,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Big problem for Apple is slowing premium smartphone market: Analyst | Street Signs Europe
2048,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Apple Analyst Isn't Expecting a Ton of Surprises From 1Q Results
2049,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Dan Ives: Apple needs to catch up on content and services
2050,TSLA,"Mon, 28 Jan 2019 19:00:00 -0500",Tesla needs to clarify its cash flow through year
2051,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",What to look for in Apple's earnings report
2052,MSFT,"Mon, 28 Jan 2019 19:00:00 -0500","Final trades: Aptiv, Cisco, Microsoft, Pfizer & Store Capital"
2053,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",What to Watch for in Apple's First Quarter Results
2054,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Why Jim Cramer Renamed His Dog Xilinx
2055,NVDA,"Mon, 28 Jan 2019 19:00:00 -0500",Why Jim Cramer Renamed His Dog Xilinx
2056,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",ETF Spotlight: Apple earnings on deck
2057,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500","Stocks Mixed: Apple Earnings Due, Pfizer Reports, Pinduoduo Strong"
2058,NVDA,"Mon, 28 Jan 2019 19:00:00 -0500","The semiconductor space is consolidating, says former Cypress CEO"
2059,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Santoli: We've broken the theme that FANG has to be a market leader
2060,AMZN,"Mon, 28 Jan 2019 19:00:00 -0500",Santoli: We've broken the theme that FANG has to be a market leader
2061,FB,"Mon, 28 Jan 2019 19:00:00 -0500",Santoli: We've broken the theme that FANG has to be a market leader
2062,MSFT,"Mon, 28 Jan 2019 19:00:00 -0500",Santoli: We've broken the theme that FANG has to be a market leader
2063,NFLX,"Mon, 28 Jan 2019 19:00:00 -0500",Santoli: We've broken the theme that FANG has to be a market leader
2064,AAPL,"Mon, 28 Jan 2019 19:00:00 -0500",Why Apple Lags Behind Samsung And Xiaomi In India
2065,FB,"Sun, 27 Jan 2019 19:00:00 -0500",Facebook under fire for reports it will combine all its messaging services
2066,AAPL,"Sun, 27 Jan 2019 19:00:00 -0500","Focus on old tech stocks rather than new, two strategists agree"
2067,AMZN,"Sun, 27 Jan 2019 19:00:00 -0500","Focus on old tech stocks rather than new, two strategists agree"
2068,FB,"Sun, 27 Jan 2019 19:00:00 -0500","Focus on old tech stocks rather than new, two strategists agree"
2069,NFLX,"Sun, 27 Jan 2019 19:00:00 -0500","Focus on old tech stocks rather than new, two strategists agree"
2070,FB,"Sun, 27 Jan 2019 19:00:00 -0500","Why Facebook is integrating WhatsApp, Instagram and Messenger"
2071,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500",Chip stocks get wrecked on Nvidia warnings
2072,AAPL,"Sun, 27 Jan 2019 19:00:00 -0500",Apple may be working on a game subscription service | Engadget Today
2073,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500","Poor earnings is a global economy situation, says Boston Private Wealth CIO"
2074,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500","Nvidia remains solid long-term, says says analyst"
2075,TSLA,"Sun, 27 Jan 2019 19:00:00 -0500",Saudi Arabia slashes exposure to Tesla with hedging deal
2076,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500","Where the options market says Twitter may be headed. Plus, the trade on Yum China"
2077,AAPL,"Sun, 27 Jan 2019 19:00:00 -0500","Need something really ugly out of Apple or China for stock to dip further, says Tom Forte"
2078,MSFT,"Sun, 27 Jan 2019 19:00:00 -0500",Technician lays out what you should buy and sell heading into earnings
2079,AAPL,"Sun, 27 Jan 2019 19:00:00 -0500",Earnings disasters wreaking havoc on this market and it could just be beginning
2080,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500",Earnings disasters wreaking havoc on this market and it could just be beginning
2081,AMZN,"Sun, 27 Jan 2019 19:00:00 -0500",Amazon's Jeff Bezos donated a small fraction of his $160B fortune
2082,MSFT,"Sun, 27 Jan 2019 19:00:00 -0500",Amazon's Jeff Bezos donated a small fraction of his $160B fortune
2083,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500",Earnings Armageddon: 7 Trades
2084,AAPL,"Sun, 27 Jan 2019 19:00:00 -0500",Jim Cramer's Thoughts on Caterpillar's Quarter and Nvidia
2085,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500",Jim Cramer's Thoughts on Caterpillar's Quarter and Nvidia
2086,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500","Why Boeing Is a Strong Buy Stock and News from CAT, NVDA, & VALE | Free Lunch | 1/28/19"
2087,MSFT,"Sun, 27 Jan 2019 19:00:00 -0500","Earnings trends are starting to weaken, says strategist"
2088,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500","Earnings trends are starting to weaken, says strategist"
2089,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500",ETF Spotlight: Semiconductor ETFs struggle on Nvidia guidance
2090,FB,"Sun, 27 Jan 2019 19:00:00 -0500","Kara Swisher on Zuckerberg op-ed: If you're going to write something, write something substantive"
2091,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500","Nvidia's long-term strength hasn't changed despite weak Q4, says analyst"
2092,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500","Stocks tumble on Caterpillar earnings miss, Nvidia warning; Boeing near buy point"
2093,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500",Nvidia lowers revenue guidance weeks ahead of earnings report
2094,AAPL,"Sun, 27 Jan 2019 19:00:00 -0500",Why Greycroft's Alan Patricof is concerned about the tech industry
2095,AMZN,"Sun, 27 Jan 2019 19:00:00 -0500",Why Greycroft's Alan Patricof is concerned about the tech industry
2096,FB,"Sun, 27 Jan 2019 19:00:00 -0500",Why Greycroft's Alan Patricof is concerned about the tech industry
2097,GOOG,"Sun, 27 Jan 2019 19:00:00 -0500",Why Greycroft's Alan Patricof is concerned about the tech industry
2098,NFLX,"Sun, 27 Jan 2019 19:00:00 -0500",Why Greycroft's Alan Patricof is concerned about the tech industry
2099,NVDA,"Sun, 27 Jan 2019 19:00:00 -0500","Fed meeting, China trade talks and busy earnings week among key market catalysts"
2100,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500","Bezos, National Enquirer story raises cybersecurity questions"
2101,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Federal prosecutors to review National Enquirer's conduct regarding Bezos
2102,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Amazon reconsidering HQ2 move to Queens
2103,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500","Amazon CEO Jeff Bezos accuses National Enquirer, AMI of blackmail"
2104,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Amazon board should be concerned about leadership succession
2105,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Amazon reconsidering New York headquarters site: WaPo
2106,NFLX,"Thu, 07 Feb 2019 19:00:00 -0500",Netflix pays $10 million for Alexandria Ocasia-Cortez film
2107,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Amazon investors should be more concerned over divorce
2108,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Jeff Bezos in 1999 on Amazon's plans before the Dotcom crash
2109,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",NY Governor Cuomo stands by incentive package for Amazon's HQ2
2110,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Jeff Bezos accuses National Inquirer of blackmail
2111,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500","If Bezos pursues case against AMI, it could be really bad for AMI"
2112,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",NY Gov. Cuomo: Amazon project will bring NY into tech economy
2113,AAPL,"Thu, 07 Feb 2019 19:00:00 -0500",Final trades: Apple
2114,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Bezos scandal has all the elements of something that needs to be investigated
2115,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Amazon reconsidering New York headquarters after local opposition
2116,AAPL,"Thu, 07 Feb 2019 19:00:00 -0500",Apple cracks down on apps caught screen recording
2117,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Jim Cramer on Amazon (Jeff Bezos)
2118,AAPL,"Thu, 07 Feb 2019 19:00:00 -0500",Tech stocks falling into a bear market
2119,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Tech stocks falling into a bear market
2120,FB,"Thu, 07 Feb 2019 19:00:00 -0500",Tech stocks falling into a bear market
2121,GOOG,"Thu, 07 Feb 2019 19:00:00 -0500",Tech stocks falling into a bear market
2122,NFLX,"Thu, 07 Feb 2019 19:00:00 -0500",Tech stocks falling into a bear market
2123,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",MARKET UPDATE: Amazon Falls
2124,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",AMI responds to Bezos allegations of blackmail
2125,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Jeff Bezos accuses National Enquirer of attempted blackmail
2126,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500","Don't sell Amazon shares over Bezos-Enquirer story, says Jim Cramer"
2127,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",Bezos accuses National Enquirer of blackmail over photos
2128,FB,"Thu, 07 Feb 2019 19:00:00 -0500",Facebook user numbers decline as GDPR regulation weighs
2129,AMZN,"Thu, 07 Feb 2019 19:00:00 -0500",What Amazon shareholders should know about the Bezos-Enquirer story
2130,MSFT,"Wed, 06 Feb 2019 19:00:00 -0500",Why Microsoft opened its wallet for Seattle housing
2131,AMZN,"Wed, 06 Feb 2019 19:00:00 -0500",Amazon CEO Jeff Bezos accuses National Enquirer of blackmail
2132,AAPL,"Wed, 06 Feb 2019 19:00:00 -0500","The iPhone X is back, but is it worth the money?"
2133,AMZN,"Wed, 06 Feb 2019 19:00:00 -0500",Aurora CEO predicts Amazon delf-driving cars will deliver goods
2134,TSLA,"Wed, 06 Feb 2019 19:00:00 -0500","Former Tesla CEO, Martin Eberhard on electric vehicle growth"
2135,TSLA,"Wed, 06 Feb 2019 19:00:00 -0500","Final Trades: ""shorting Tesla"""
2136,GOOG,"Wed, 06 Feb 2019 19:00:00 -0500",NYPD wants Waze users to stop marking DUI check-points
2137,AAPL,"Wed, 06 Feb 2019 19:00:00 -0500",The tech stock sell-off: FAANG
2138,AMZN,"Wed, 06 Feb 2019 19:00:00 -0500",The tech stock sell-off: FAANG
2139,FB,"Wed, 06 Feb 2019 19:00:00 -0500",The tech stock sell-off: FAANG
2140,GOOG,"Wed, 06 Feb 2019 19:00:00 -0500",The tech stock sell-off: FAANG
2141,NFLX,"Wed, 06 Feb 2019 19:00:00 -0500",The tech stock sell-off: FAANG
2142,FB,"Wed, 06 Feb 2019 19:00:00 -0500",Germany orders Facebook to stop collecting user data
2143,FB,"Wed, 06 Feb 2019 19:00:00 -0500",Facebook's Data Policy challenged by german regulator
2144,TSLA,"Wed, 06 Feb 2019 19:00:00 -0500",What Tesla fans should know about the new roadster
2145,TSLA,"Wed, 06 Feb 2019 19:00:00 -0500",Tesla delivering 3S models in Europe
2146,FB,"Wed, 06 Feb 2019 19:00:00 -0500",Facebook ordered to change Data Policy by german regulator
2147,AMZN,"Tue, 05 Feb 2019 19:00:00 -0500",Bloomberg slams Amazon’s HQ2 tax deal with NYC
2148,AAPL,"Tue, 05 Feb 2019 19:00:00 -0500",Why Spotify Is Betting Big on Podcasts in Battle Against Apple
2149,NVDA,"Tue, 05 Feb 2019 19:00:00 -0500",Video games getting crushed? Buy Nvidia & Advanced Micro Devices
2150,MSFT,"Tue, 05 Feb 2019 19:00:00 -0500","Video game stocks have tanked, but one trader says the move could be overdone"
2151,NVDA,"Tue, 05 Feb 2019 19:00:00 -0500",Nvidia's rally a good sign for chip stocks
2152,AAPL,"Tue, 05 Feb 2019 19:00:00 -0500",Apple retail chief's departure shakes up leadership structure
2153,AAPL,"Tue, 05 Feb 2019 19:00:00 -0500",Apple Names New Retail Chief as IPhone Era Wanes
2154,GOOG,"Tue, 05 Feb 2019 19:00:00 -0500",Google Chrome extension to check passwords for theft
2155,AAPL,"Tue, 05 Feb 2019 19:00:00 -0500",Apple's Deirdre O'Brien named SVP of Retail and People
2156,TSLA,"Tue, 05 Feb 2019 19:00:00 -0500",Tesla drops prices again on the Model 3
2157,AAPL,"Tue, 05 Feb 2019 19:00:00 -0500","Jim Cramer on Apple, Inc."
2158,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500","Amazon's big news week, Facebook & the FTC, Retail Earnings and more..."
2159,FB,"Thu, 14 Feb 2019 19:00:00 -0500","Amazon's big news week, Facebook & the FTC, Retail Earnings and more..."
2160,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Ocasio-Cortez celebrates Amazon HQ2 decision
2161,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",SurveyMonkey CEO on Amazon's NYC exit and Facebook
2162,FB,"Thu, 14 Feb 2019 19:00:00 -0500",SurveyMonkey CEO on Amazon's NYC exit and Facebook
2163,FB,"Thu, 14 Feb 2019 19:00:00 -0500",Why Facebook is facing a multi-billion Dollar U.S. fine
2164,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500","We have a healthy retail consumer, says Steve Sadove"
2165,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Logistical nightmare for shipping as Amazon steps into the game
2166,AAPL,"Thu, 14 Feb 2019 19:00:00 -0500","Warren Buffett's Berkshire Hathaway portfolio dumps Oracle, trims Apple"
2167,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500","How Amazon's decision impacts future talks between companies, governments"
2168,GOOG,"Thu, 14 Feb 2019 19:00:00 -0500",Google to build $1B campus in New York CIty
2169,AAPL,"Thu, 14 Feb 2019 19:00:00 -0500",Tech Giants & Data Protection: Should They Self-Regulate?
2170,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Tech Giants & Data Protection: Should They Self-Regulate?
2171,FB,"Thu, 14 Feb 2019 19:00:00 -0500",Tech Giants & Data Protection: Should They Self-Regulate?
2172,GOOG,"Thu, 14 Feb 2019 19:00:00 -0500",Tech Giants & Data Protection: Should They Self-Regulate?
2173,MSFT,"Thu, 14 Feb 2019 19:00:00 -0500",Tech Giants & Data Protection: Should They Self-Regulate?
2174,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Amazon gets subsidies because it's a gold mine for citizens
2175,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Two local New York politicians debate Amazon's decision to cancel its NYC HQ
2176,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500","Amazon ends plans for HQ2 in NYC, what does that mean for tech in the city?"
2177,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Why SpaceX and Blue Origin are competing with China
2178,TSLA,"Thu, 14 Feb 2019 19:00:00 -0500",Why SpaceX and Blue Origin are competing with China
2179,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500","Amazon pulls out of NYC HQ2, 25K jobs to be spread across company"
2180,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Jim Cramer on Amazon (HQ2)
2181,AAPL,"Thu, 14 Feb 2019 19:00:00 -0500",Apple’s biggest mistake was not buying Netflix
2182,NFLX,"Thu, 14 Feb 2019 19:00:00 -0500",Apple’s biggest mistake was not buying Netflix
2183,AAPL,"Thu, 14 Feb 2019 19:00:00 -0500","Warren Buffett trims stake in Tech, doubles down on Banks"
2184,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500","Warren Buffett trims stake in Tech, doubles down on Banks"
2185,GOOG,"Thu, 14 Feb 2019 19:00:00 -0500","Warren Buffett trims stake in Tech, doubles down on Banks"
2186,MSFT,"Thu, 14 Feb 2019 19:00:00 -0500","Warren Buffett trims stake in Tech, doubles down on Banks"
2187,TSLA,"Thu, 14 Feb 2019 19:00:00 -0500","Warren Buffett trims stake in Tech, doubles down on Banks"
2188,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",New Jersey Governor makes case for Amazon to come to Newark
2189,MSFT,"Thu, 14 Feb 2019 19:00:00 -0500",MARKET UPDATE: Microsoft
2190,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Here's what a luxury NYC real estate agent thinks about Amazon HQ2
2191,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Charlie Munger on the national debt and Jeff Bezo's blackmail allegations
2192,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Berkshire Hathaway's Munger: High-tax states are driving out the rich
2193,AAPL,"Thu, 14 Feb 2019 19:00:00 -0500",Here are the two industries that big hedge funds sold off in Q4: FAANG
2194,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Here are the two industries that big hedge funds sold off in Q4: FAANG
2195,FB,"Thu, 14 Feb 2019 19:00:00 -0500",Here are the two industries that big hedge funds sold off in Q4: FAANG
2196,GOOG,"Thu, 14 Feb 2019 19:00:00 -0500",Here are the two industries that big hedge funds sold off in Q4: FAANG
2197,NFLX,"Thu, 14 Feb 2019 19:00:00 -0500",Here are the two industries that big hedge funds sold off in Q4: FAANG
2198,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500","Amazon is an incredibly shrewd company,' says analyst"
2199,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Amazon's HQ2 exodus will lead to major headwinds for NYC: Don Peebles
2200,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",NY Senator opposed to Amazon HQ2: I was fighting for my community
2201,NVDA,"Thu, 14 Feb 2019 19:00:00 -0500",Watch this former Nvidia insider break down its earnings report
2202,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",How Amazon's decision to abandon New York affects the real estate market
2203,AMZN,"Thu, 14 Feb 2019 19:00:00 -0500",Amazon cancels HQ2: Winners and losers for NYC Real Estate
2204,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",What Amazon's canceled HQ2 deal means for New York's Tech scene
2205,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",NY Political leaders failed in Amazon HQ2 talks
2206,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500","""Amazon scrapping HQ2 is a victory for New York City"" Council Member Van Bramer"
2207,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500","Amazon acted like a 'Petulant Child' in HQ2 decision, NY State Senator Gianaris says"
2208,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",Amazon stuck in no-man's land
2209,MSFT,"Wed, 13 Feb 2019 19:00:00 -0500",These are the most beloved stocks in the Dow: Microsoft
2210,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",This chart could be signaling trouble for the consumer
2211,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",Amazon won't pay federal taxes for second year in a row
2212,NVDA,"Wed, 13 Feb 2019 19:00:00 -0500",Nvidia shares up 8 percent after strong earnings report
2213,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",Amazon avoids paying federal taxes for second year in a row
2214,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500","Amazon scrapping HQ2 in NYC Is a wake-up call to Tech, Redfin CEO"
2215,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",Greenhouse CEO hopes Amazon's HQ2 decision isn't the start of a trend
2216,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",LIC Partnership President reacts to Amazon scrapping HQ2 plans
2217,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500","Bring Amazon HQ to New Jersey, says New Jersey Rep. Pascrell"
2218,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",NYC Mayor: Amazon threw away opportunity
2219,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",Who benefits and who loses from Amazon's decision to pull out of NYC
2220,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",How Long Island City real estate could be impacted by Amazon
2221,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",Mayor Bill de Blasio on Amazon: 'You have to be tough to make it in New York'
2222,AMZN,"Wed, 13 Feb 2019 19:00:00 -0500",Amazon Ditches NYC: No Love for Billionaires?
2223,GOOG,"Wed, 13 Feb 2019 19:00:00 -0500",Final trades: Alphabet
2224,AAPL,"Thu, 21 Feb 2019 19:00:00 -0500",Will Apple release a 16-inch Macbook Pro in 2019?
2225,NVDA,"Thu, 21 Feb 2019 19:00:00 -0500",Is now the time to dip into chip stocks?
2226,NFLX,"Thu, 21 Feb 2019 19:00:00 -0500",Will the Academy let disruptor Netflix take home best picture?
2227,GOOG,"Thu, 21 Feb 2019 19:00:00 -0500",Google workers will now be able to use Class Action Rights
2228,FB,"Thu, 21 Feb 2019 19:00:00 -0500",New York Governor Cuomo orders Facebook probe
2229,NFLX,"Thu, 21 Feb 2019 19:00:00 -0500","Netflix gambles big on Oscar glory with ""Roma"""
2230,AMZN,"Thu, 21 Feb 2019 19:00:00 -0500","Amazon's departure was a ""big loss"" for NYC, says President Trump"
2231,TSLA,"Thu, 21 Feb 2019 19:00:00 -0500",Musk's SpaceX launches second Falcon 9 rocket this year
2232,AAPL,"Thu, 21 Feb 2019 19:00:00 -0500",Apple and Facebook don't pass responsibility criteria
2233,FB,"Thu, 21 Feb 2019 19:00:00 -0500",Apple and Facebook don't pass responsibility criteria
2234,GOOG,"Thu, 21 Feb 2019 19:00:00 -0500",Google ends forced arbitration policy following employee protests
2235,FB,"Thu, 21 Feb 2019 19:00:00 -0500",Facebook pulls Onavo VPN app
2236,TSLA,"Thu, 21 Feb 2019 19:00:00 -0500",Model 3 loses Consumer Reports recommendation
2237,MSFT,"Thu, 21 Feb 2019 19:00:00 -0500",Consumer staple stocks drop following weak Kraft Heinz earnings
2238,AAPL,"Thu, 21 Feb 2019 19:00:00 -0500",Here's what stocks Warren Buffett's hedge fund is investing in
2239,TSLA,"Thu, 21 Feb 2019 19:00:00 -0500","Musk is over-promising on autonomous vehicles, says AutoNation CEO Mike Jackson"
2240,AMZN,"Thu, 21 Feb 2019 19:00:00 -0500",JCN President warns Ocasio-Cortez: We’re not going away
2241,AMZN,"Thu, 21 Feb 2019 19:00:00 -0500",How Amazon's situation in New York compares to Uber's
2242,NFLX,"Thu, 21 Feb 2019 19:00:00 -0500",How Netflix is disrupting the film industry
2243,AAPL,"Wed, 20 Feb 2019 19:00:00 -0500","FANG bites the dust, is the trade in trouble"
2244,AMZN,"Wed, 20 Feb 2019 19:00:00 -0500","FANG bites the dust, is the trade in trouble"
2245,FB,"Wed, 20 Feb 2019 19:00:00 -0500","FANG bites the dust, is the trade in trouble"
2246,GOOG,"Wed, 20 Feb 2019 19:00:00 -0500","FANG bites the dust, is the trade in trouble"
2247,MSFT,"Wed, 20 Feb 2019 19:00:00 -0500","FANG bites the dust, is the trade in trouble"
2248,NFLX,"Wed, 20 Feb 2019 19:00:00 -0500","FANG bites the dust, is the trade in trouble"
2249,TSLA,"Wed, 20 Feb 2019 19:00:00 -0500",Elon Musk gives timeline for fully autonomous cars
2250,TSLA,"Wed, 20 Feb 2019 19:00:00 -0500",Tesla shares tumble after Consumer Reports rips Model 3
2251,AAPL,"Wed, 20 Feb 2019 19:00:00 -0500",Apple and Goldman said to develop Credit Card
2252,TSLA,"Wed, 20 Feb 2019 19:00:00 -0500",Tesla's Model 3 loses consumer reports recommendation
2253,AAPL,"Wed, 20 Feb 2019 19:00:00 -0500",Galaxy S10 vs. iPhone XS: Spec comparison
2254,TSLA,"Wed, 20 Feb 2019 19:00:00 -0500",Consumer Reports no longer recommends the Tesla Model 3
2255,AAPL,"Wed, 20 Feb 2019 19:00:00 -0500",Apple and Goldman Sachs team up on new credit card
2256,AAPL,"Wed, 20 Feb 2019 19:00:00 -0500","Samsung's Galaxy Fold doesn't look ready, but might be the future, says expert"
2257,AMZN,"Wed, 20 Feb 2019 19:00:00 -0500","""It's a shame, I'm so upset over this"" says Barbara Corcoran on Amazon"
2258,AAPL,"Wed, 20 Feb 2019 19:00:00 -0500",There's plenty of growth to go around in tech
2259,AMZN,"Wed, 20 Feb 2019 19:00:00 -0500",There's plenty of growth to go around in tech
2260,FB,"Wed, 20 Feb 2019 19:00:00 -0500",There's plenty of growth to go around in tech
2261,GOOG,"Wed, 20 Feb 2019 19:00:00 -0500",There's plenty of growth to go around in tech
2262,NFLX,"Wed, 20 Feb 2019 19:00:00 -0500",There's plenty of growth to go around in tech
2263,AAPL,"Wed, 20 Feb 2019 19:00:00 -0500",Apple-Goldman Sachs partnership could stoke more Apple pay users
2264,AAPL,"Wed, 20 Feb 2019 19:00:00 -0500","A gaming acquisition could help Apple grow, says Dan Ives"
2265,NFLX,"Wed, 20 Feb 2019 19:00:00 -0500","A gaming acquisition could help Apple grow, says Dan Ives"
2266,AMZN,"Wed, 20 Feb 2019 19:00:00 -0500",Did Amazon Kill Kroger?
2267,AMZN,"Wed, 20 Feb 2019 19:00:00 -0500",Alexandria Ocasio-Cortez vs. Amazon: The political fallout
2268,TSLA,"Wed, 20 Feb 2019 19:00:00 -0500",Tesla no longer recommended by Consumer Reports partly due to liability issue
2269,FB,"Wed, 20 Feb 2019 19:00:00 -0500",Regulators need to step in on the internet and Facebook
2270,GOOG,"Wed, 20 Feb 2019 19:00:00 -0500",Why Disney & Nestle pulled its YouTube ads
2271,AMZN,"Wed, 20 Feb 2019 19:00:00 -0500",Why this expert thinks New York will recover from Amazon's decision to cancel HQ2
2272,AAPL,"Wed, 20 Feb 2019 19:00:00 -0500","Apple, Goldman Sachs team up on a credit card for the iPhone, WSJ reports"
2273,AAPL,"Wed, 20 Feb 2019 19:00:00 -0500",Samsung out-innovating Apple with new phones?
2274,AMZN,"Wed, 20 Feb 2019 19:00:00 -0500",NYC at war with Tech? Amazon
